experiment	row	column	absorbance	reading	name	type	cell_line	dosage	known_conc
cTnI_ELISA-10-26-15.xlsx.sheet.1	H	6	5.6000000000000001E-2	1	57 0.625	unknown	c57	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	A	7	5.3999999999999999E-2	1	72 control	unknown	c72	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	B	7	0.06	1	72 0.625	unknown	c72	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	C	7	0.06	1	72 1.25	unknown	c72	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	D	7	6.4000000000000001E-2	1	72 2.5	unknown	c72	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	E	7	6.9000000000000006E-2	1	72 5	unknown	c72	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	F	7	6.0999999999999999E-2	1	22 1.25	unknown	c22	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	G	7	0.06	1	62 1.25	unknown	c62	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	H	7	5.7000000000000002E-2	1	57 1.25	unknown	c57	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	A	8	5.5E-2	1	72 control	unknown	c72	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	B	8	5.8999999999999997E-2	1	72 0.625	unknown	c72	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	C	8	6.3E-2	1	72 1.25	unknown	c72	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	D	8	6.6000000000000003E-2	1	72 2.5	unknown	c72	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	E	8	6.5000000000000002E-2	1	72 5	unknown	c72	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	F	8	5.3999999999999999E-2	1	22 1.25	unknown	c22	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	G	8	0.06	1	62 1.25	unknown	c62	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	H	8	5.3999999999999999E-2	1	57 1.25	unknown	c57	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	A	9	4.9000000000000002E-2	1	38 control	unknown	c38	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	B	9	4.9000000000000002E-2	1	38 0.625	unknown	c38	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	C	9	0.05	1	38 1.25	unknown	c38	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	D	9	0.05	1	38 2.5	unknown	c38	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	E	9	5.2999999999999999E-2	1	38 5	unknown	c38	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	F	9	5.8999999999999997E-2	1	22 2.5	unknown	c22	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	G	9	6.0999999999999999E-2	1	62 2.5	unknown	c62	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	H	9	5.6000000000000001E-2	1	57 2.5	unknown	c57	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	A	10	5.0999999999999997E-2	1	38 control	unknown	c38	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	B	10	0.05	1	38 0.625	unknown	c38	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	C	10	5.0999999999999997E-2	1	38 1.25	unknown	c38	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	D	10	5.0999999999999997E-2	1	38 2.5	unknown	c38	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	E	10	5.1999999999999998E-2	1	38 5	unknown	c38	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	F	10	5.6000000000000001E-2	1	22 2.5	unknown	c22	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	G	10	6.5000000000000002E-2	1	62 2.5	unknown	c62	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	H	10	5.7000000000000002E-2	1	57 2.5	unknown	c57	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	A	11	0.05	1	32 control	unknown	c32	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	B	11	0.05	1	32 0.625	unknown	c32	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	C	11	5.0999999999999997E-2	1	32 1.25	unknown	c32	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	D	11	5.7000000000000002E-2	1	32 2.5	unknown	c32	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	E	11	6.5000000000000002E-2	1	32 5	unknown	c32	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	F	11	5.7000000000000002E-2	1	22 5	unknown	c22	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	G	11	6.2E-2	1	62 5	unknown	c62	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	H	11	5.8000000000000003E-2	1	57 5	unknown	c57	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	A	12	0.05	1	32 control	unknown	c32	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	B	12	4.9000000000000002E-2	1	32 0.625	unknown	c32	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	C	12	5.1999999999999998E-2	1	32 1.25	unknown	c32	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	D	12	5.7000000000000002E-2	1	32 2.5	unknown	c32	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	E	12	6.7000000000000004E-2	1	32 5	unknown	c32	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	F	12	5.5E-2	1	22 5	unknown	c22	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	G	12	5.8999999999999997E-2	1	62 5	unknown	c62	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	H	12	5.6000000000000001E-2	1	57 5	unknown	c57	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	A	1	0.63900000000000001	2	75ng/mL	standard	cNA	NA	75
cTnI_ELISA-10-26-15.xlsx.sheet.1	B	1	0.26300000000000001	2	30ng/mL	standard	cNA	NA	30
cTnI_ELISA-10-26-15.xlsx.sheet.1	C	1	7.9000000000000001E-2	2	7.5ng/mL	standard	cNA	NA	7.5
cTnI_ELISA-10-26-15.xlsx.sheet.1	D	1	5.6000000000000001E-2	2	2.0ng/mL	standard	cNA	NA	2.0
cTnI_ELISA-10-26-15.xlsx.sheet.1	E	1	4.9000000000000002E-2	2	0ng/mL	standard	cNA	NA	0
cTnI_ELISA-10-26-15.xlsx.sheet.1	F	1	4.7E-2	2	galactose	control	cNA	NA	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	G	1	0.05	2	water	control	cNA	NA	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	H	1	4.7E-2	2	galactose	control	cNA	NA	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	A	2	0.55300000000000005	2	75ng/mL	standard	cNA	NA	75
cTnI_ELISA-10-26-15.xlsx.sheet.1	B	2	0.248	2	30ng/mL	standard	cNA	NA	30
cTnI_ELISA-10-26-15.xlsx.sheet.1	C	2	8.2000000000000003E-2	2	7.5ng/mL	standard	cNA	NA	7.5
cTnI_ELISA-10-26-15.xlsx.sheet.1	D	2	5.3999999999999999E-2	2	2.0ng/mL	standard	cNA	NA	2.0
cTnI_ELISA-10-26-15.xlsx.sheet.1	E	2	4.9000000000000002E-2	2	0ng/mL	standard	cNA	NA	0
cTnI_ELISA-10-26-15.xlsx.sheet.1	F	2	4.7E-2	2	galactose	control	cNA	NA	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	G	2	5.0999999999999997E-2	2	water	control	cNA	NA	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	H	2	4.7E-2	2	galactose	control	cNA	NA	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	A	3	5.3999999999999999E-2	2	17-2 control	unknown	c17.2	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	B	3	5.5E-2	2	17-2 0.625	unknown	c17.2	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	C	3	5.8999999999999997E-2	2	17-2 1.25	unknown	c17.2	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	D	3	5.8000000000000003E-2	2	17-2 2.5	unknown	c17.2	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	E	3	0.06	2	17-2 5	unknown	c17.2	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	F	3	5.5E-2	2	22 control	unknown	c22	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	G	3	5.3999999999999999E-2	2	62 control	unknown	c62	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	H	3	5.1999999999999998E-2	2	57 control	unknown	c57	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	A	4	5.6000000000000001E-2	2	17-2 control	unknown	c17.2	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	B	4	5.5E-2	2	17-2 0.625	unknown	c17.2	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	C	4	5.8000000000000003E-2	2	17-2 1.25	unknown	c17.2	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	D	4	5.7000000000000002E-2	2	17-2 2.5	unknown	c17.2	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	E	4	5.8999999999999997E-2	2	17-2 5	unknown	c17.2	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	F	4	5.5E-2	2	22 control	unknown	c22	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	G	4	5.5E-2	2	62 control	unknown	c62	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	H	4	5.0999999999999997E-2	2	57 control	unknown	c57	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	A	5	5.3999999999999999E-2	2	27 control	unknown	c27	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	B	5	5.0999999999999997E-2	2	27 0.625	unknown	c27	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	C	5	5.7000000000000002E-2	2	27 1.25	unknown	c27	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	D	5	5.7000000000000002E-2	2	27 2.5	unknown	c27	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	E	5	6.0999999999999999E-2	2	27 5	unknown	c27	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	F	5	5.7000000000000002E-2	2	22 0.625	unknown	c22	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	G	5	5.6000000000000001E-2	2	62 0.625	unknown	c62	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	H	5	5.1999999999999998E-2	2	57 0.625	unknown	c57	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	A	6	5.1999999999999998E-2	2	27 control	unknown	c27	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	B	6	5.1999999999999998E-2	2	27 0.625	unknown	c27	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	C	6	5.8000000000000003E-2	2	27 1.25	unknown	c27	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	D	6	5.7000000000000002E-2	2	27 2.5	unknown	c27	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	E	6	5.7000000000000002E-2	2	27 5	unknown	c27	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	F	6	5.5E-2	2	22 0.625	unknown	c22	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	G	6	5.5E-2	2	62 0.625	unknown	c62	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	H	6	5.6000000000000001E-2	2	57 0.625	unknown	c57	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	A	7	5.3999999999999999E-2	2	72 control	unknown	c72	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	B	7	5.7000000000000002E-2	2	72 0.625	unknown	c72	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	C	7	5.8999999999999997E-2	2	72 1.25	unknown	c72	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	D	7	6.4000000000000001E-2	2	72 2.5	unknown	c72	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	E	7	6.9000000000000006E-2	2	72 5	unknown	c72	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	F	7	0.06	2	22 1.25	unknown	c22	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	G	7	5.8999999999999997E-2	2	62 1.25	unknown	c62	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	H	7	5.6000000000000001E-2	2	57 1.25	unknown	c57	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	A	8	5.5E-2	2	72 control	unknown	c72	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	B	8	5.8000000000000003E-2	2	72 0.625	unknown	c72	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	C	8	6.2E-2	2	72 1.25	unknown	c72	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	D	8	6.6000000000000003E-2	2	72 2.5	unknown	c72	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	E	8	6.4000000000000001E-2	2	72 5	unknown	c72	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	F	8	5.3999999999999999E-2	2	22 1.25	unknown	c22	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	G	8	5.8000000000000003E-2	2	62 1.25	unknown	c62	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	H	8	5.3999999999999999E-2	2	57 1.25	unknown	c57	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	A	9	0.05	2	38 control	unknown	c38	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	B	9	4.9000000000000002E-2	2	38 0.625	unknown	c38	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	C	9	0.05	2	38 1.25	unknown	c38	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	D	9	0.05	2	38 2.5	unknown	c38	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	E	9	5.1999999999999998E-2	2	38 5	unknown	c38	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	F	9	5.8999999999999997E-2	2	22 2.5	unknown	c22	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	G	9	0.06	2	62 2.5	unknown	c62	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	H	9	5.5E-2	2	57 2.5	unknown	c57	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	A	10	0.05	2	38 control	unknown	c38	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	B	10	5.0999999999999997E-2	2	38 0.625	unknown	c38	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	C	10	5.0999999999999997E-2	2	38 1.25	unknown	c38	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	D	10	5.0999999999999997E-2	2	38 2.5	unknown	c38	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	E	10	5.0999999999999997E-2	2	38 5	unknown	c38	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	F	10	5.5E-2	2	22 2.5	unknown	c22	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	G	10	6.4000000000000001E-2	2	62 2.5	unknown	c62	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	H	10	5.7000000000000002E-2	2	57 2.5	unknown	c57	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	A	11	0.05	2	32 control	unknown	c32	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	B	11	4.9000000000000002E-2	2	32 0.625	unknown	c32	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	C	11	5.1999999999999998E-2	2	32 1.25	unknown	c32	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	D	11	5.6000000000000001E-2	2	32 2.5	unknown	c32	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	E	11	6.5000000000000002E-2	2	32 5	unknown	c32	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	F	11	5.6000000000000001E-2	2	22 5	unknown	c22	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	G	11	6.2E-2	2	62 5	unknown	c62	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	H	11	5.8000000000000003E-2	2	57 5	unknown	c57	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	A	12	0.05	2	32 control	unknown	c32	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	B	12	4.9000000000000002E-2	2	32 0.625	unknown	c32	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	C	12	5.0999999999999997E-2	2	32 1.25	unknown	c32	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	D	12	5.7000000000000002E-2	2	32 2.5	unknown	c32	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	E	12	6.7000000000000004E-2	2	32 5	unknown	c32	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	F	12	5.3999999999999999E-2	2	22 5	unknown	c22	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	G	12	5.8999999999999997E-2	2	62 5	unknown	c62	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	H	12	5.5E-2	2	57 5	unknown	c57	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	A	1	0.58199999999999996	1	75ng/mL	standard	cNA	NA	75
cTnI_ELISA-10-26-15.xlsx.sheet.2	B	1	0.21099999999999999	1	30ng/mL	standard	cNA	NA	30
cTnI_ELISA-10-26-15.xlsx.sheet.2	C	1	8.8999999999999996E-2	1	7.5ng/mL	standard	cNA	NA	7.5
cTnI_ELISA-10-26-15.xlsx.sheet.2	D	1	5.2999999999999999E-2	1	2.0ng/mL	standard	cNA	NA	2.0
cTnI_ELISA-10-26-15.xlsx.sheet.2	E	1	4.9000000000000002E-2	1	0ng/mL	standard	cNA	NA	0
cTnI_ELISA-10-26-15.xlsx.sheet.2	F	1	4.7E-2	1	galactose	control	cNA	NA	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	G	1	5.6000000000000001E-2	1	water	control	cNA	NA	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	H	1	5.2999999999999999E-2	1	galactose	control	cNA	NA	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	A	2	0.52800000000000002	1	75ng/mL	standard	cNA	NA	75
cTnI_ELISA-10-26-15.xlsx.sheet.2	B	2	0.24099999999999999	1	30ng/mL	standard	cNA	NA	30
cTnI_ELISA-10-26-15.xlsx.sheet.2	C	2	7.5999999999999998E-2	1	7.5ng/mL	standard	cNA	NA	7.5
cTnI_ELISA-10-26-15.xlsx.sheet.2	D	2	5.2999999999999999E-2	1	2.0ng/mL	standard	cNA	NA	2.0
cTnI_ELISA-10-26-15.xlsx.sheet.2	E	2	4.9000000000000002E-2	1	0ng/mL	standard	cNA	NA	0
cTnI_ELISA-10-26-15.xlsx.sheet.2	F	2	4.7E-2	1	galactose	control	cNA	NA	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	G	2	5.3999999999999999E-2	1	water	control	cNA	NA	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	H	2	5.5E-2	1	galactose	control	cNA	NA	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	A	3	5.7000000000000002E-2	1	56 control	unknown	c56	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	B	3	6.0999999999999999E-2	1	56 0.625	unknown	c56	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	C	3	6.4000000000000001E-2	1	56 1.25	unknown	c56	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	D	3	6.7000000000000004E-2	1	56 2.5	unknown	c56	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	E	3	6.8000000000000005E-2	1	56 5	unknown	c56	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	F	3	0.08	1	44 control	unknown	c44	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	G	3	5.8000000000000003E-2	1	33-1 control	unknown	c33.1	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	H	3	5.6000000000000001E-2	1	30 control	unknown	c30	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	A	4	5.8000000000000003E-2	1	56 control	unknown	c56	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	B	4	5.8999999999999997E-2	1	56 0.625	unknown	c56	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	C	4	6.2E-2	1	56 1.25	unknown	c56	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	D	4	6.4000000000000001E-2	1	56 2.5	unknown	c56	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	E	4	6.8000000000000005E-2	1	56 5	unknown	c56	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	F	4	7.4999999999999997E-2	1	44 control	unknown	c44	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	G	4	5.8000000000000003E-2	1	33-1 control	unknown	c33.1	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	H	4	5.6000000000000001E-2	1	30 control	unknown	c30	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	A	5	5.2999999999999999E-2	1	65 control	unknown	c65	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	B	5	0.06	1	65 0.625	unknown	c65	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	C	5	5.2999999999999999E-2	1	65 1.25	unknown	c65	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	D	5	5.2999999999999999E-2	1	65 2.5	unknown	c65	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	E	5	5.8999999999999997E-2	1	65 5	unknown	c65	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	F	5	0.08	1	44 0.625	unknown	c44	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	G	5	6.6000000000000003E-2	1	33-1 0.625	unknown	c33.1	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	H	5	6.7000000000000004E-2	1	30 0.625	unknown	c30	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	A	6	5.3999999999999999E-2	1	65 control	unknown	c65	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	B	6	5.2999999999999999E-2	1	65 0.625	unknown	c65	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	C	6	5.2999999999999999E-2	1	65 1.25	unknown	c65	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	D	6	5.3999999999999999E-2	1	65 2.5	unknown	c65	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	E	6	5.5E-2	1	65 5	unknown	c65	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	F	6	7.0999999999999994E-2	1	44 0.625	unknown	c44	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	G	6	6.3E-2	1	33-1 0.625	unknown	c33.1	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	H	6	7.0999999999999994E-2	1	30 0.625	unknown	c30	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	A	7	5.0999999999999997E-2	1	67 control	unknown	c67	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	B	7	5.1999999999999998E-2	1	67 0.625	unknown	c67	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	C	7	5.2999999999999999E-2	1	67 1.25	unknown	c67	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	D	7	5.6000000000000001E-2	1	67 2.5	unknown	c67	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	E	7	5.2999999999999999E-2	1	67 5	unknown	c67	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	F	7	7.9000000000000001E-2	1	44 1.25	unknown	c44	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	G	7	7.9000000000000001E-2	1	33-1 1.25	unknown	c33.1	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	H	7	5.8000000000000003E-2	1	30 1.25	unknown	c30	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	A	8	5.2999999999999999E-2	1	67 control	unknown	c67	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	B	8	5.2999999999999999E-2	1	67 0.625	unknown	c67	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	C	8	5.2999999999999999E-2	1	67 1.25	unknown	c67	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	D	8	6.2E-2	1	67 2.5	unknown	c67	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	E	8	5.7000000000000002E-2	1	67 5	unknown	c67	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	F	8	7.6999999999999999E-2	1	44 1.25	unknown	c44	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	G	8	8.1000000000000003E-2	1	33-1 1.25	unknown	c33.1	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	H	8	7.2999999999999995E-2	1	30 1.25	unknown	c30	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	A	9	5.8000000000000003E-2	1	45 control	unknown	c45	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	B	9	5.3999999999999999E-2	1	45 0.625	unknown	c45	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	C	9	5.7000000000000002E-2	1	45 1.25	unknown	c45	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	D	9	0.08	1	45 2.5	unknown	c45	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	E	9	5.7000000000000002E-2	1	45 5	unknown	c45	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	F	9	9.7000000000000003E-2	1	44 2.5	unknown	c44	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	G	9	0.14599999999999999	1	33-1 2.5	unknown	c33.1	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	H	9	6.4000000000000001E-2	1	30 2.5	unknown	c30	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	A	10	5.3999999999999999E-2	1	45 control	unknown	c45	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	B	10	5.5E-2	1	45 0.625	unknown	c45	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	C	10	5.7000000000000002E-2	1	45 1.25	unknown	c45	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	D	10	5.6000000000000001E-2	1	45 2.5	unknown	c45	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	E	10	5.8999999999999997E-2	1	45 5	unknown	c45	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	F	10	8.4000000000000005E-2	1	44 2.5	unknown	c44	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	G	10	9.8000000000000004E-2	1	33-1 2.5	unknown	c33.1	2.5	NA
